x,y,pdf
0.931171,0.892223,0.058736
0.907896,0.912214,0.033088
0.471542,0.312075,0.315517
0.156845,0.826518,0.137238
0.703533,0.623555,0.199634
0.786335,0.016341,0.698615
0.650835,0.193109,0.507873
0.132818,0.862270,0.118125
0.660857,0.796705,0.015428
0.471730,0.949728,0.266510
0.718509,0.167741,0.564641
0.234104,0.103709,0.216219
0.741429,0.803749,0.052500
0.087442,0.158849,0.061317
0.934781,0.047511,0.768422
0.083972,0.105494,0.072141
0.533746,0.708212,0.022046
0.329404,0.502349,0.065240
0.511835,0.738260,0.022742
0.875333,0.296369,0.546613
0.083150,0.731394,0.078175
0.788384,0.440495,0.395640
0.076710,0.257705,0.010097
0.599255,0.949865,0.168888
0.510974,0.301198,0.349839
0.584754,0.287132,0.407073
0.946690,0.315518,0.555808
0.585979,0.217504,0.451700
0.446179,0.663462,0.004460
0.315751,0.524135,0.034768
0.217199,0.455907,0.008468
0.358432,0.224500,0.279821
0.269497,0.055781,0.259348
0.315248,0.178361,0.264435
0.662187,0.762690,0.048530
0.798247,0.227967,0.565984
0.170070,0.443841,0.024970
0.226015,0.261103,0.148218
0.447024,0.126875,0.394786
0.624275,0.837617,0.045801
0.014592,0.820242,0.014419
0.884488,0.270045,0.571199
0.653887,0.076738,0.574198
0.183601,0.298966,0.089079
0.028947,0.065832,0.024564
0.518033,0.753710,0.033854
0.619655,0.170403,0.501196
0.555062,0.839036,0.093142
0.292355,0.373528,0.136522
0.254710,0.938420,0.198379
0.086295,0.950916,0.079419
0.965261,0.074559,0.762359
0.044005,0.234650,0.010942
0.945542,0.417742,0.469471
0.163756,0.463827,0.047613
0.517082,0.482679,0.218363
0.802203,0.987747,0.078125
0.299279,0.904448,0.224887
0.105360,0.337265,0.008096
0.230706,0.934156,0.184326
0.296009,0.929925,0.221483
0.329664,0.044962,0.317112
0.895689,0.424519,0.448471
0.397128,0.289069,0.275065
0.209375,0.990675,0.168910
0.115197,0.296318,0.026475
0.650978,0.009116,0.602343
0.244172,0.055018,0.235652
0.737792,0.968202,0.097021
0.871403,0.865611,0.057267
0.832008,0.572394,0.300204
0.915005,0.107829,0.711814
0.957427,0.328250,0.548447
0.335596,0.711947,0.134203
0.269491,0.123588,0.243300
0.759154,0.474758,0.354785
0.006762,0.565436,0.006736
0.464145,0.610904,0.068385
0.001966,0.092402,0.001965
0.936023,0.180188,0.663672
0.080738,0.127073,0.063891
0.442242,0.281476,0.313596
0.926185,0.784090,0.148129
0.330904,0.153840,0.287490
0.237393,0.899500,0.189946
0.006161,0.575535,0.006139
0.260008,0.397034,0.092193
0.783499,0.201471,0.577727
0.017005,0.256911,0.016931
0.078033,0.729775,0.073657
0.817790,0.602820,0.268138
0.628931,0.038080,0.573307
0.873732,0.672680,0.227179
0.713103,0.680173,0.152623
0.098276,0.688820,0.091720
0.551261,0.383609,0.318242
0.419749,0.893194,0.253691
0.359501,0.438938,0.141837
0.184985,0.263266,0.109959
0.749504,0.121147,0.612429
0.481894,0.674176,0.019781
0.430506,0.533964,0.115115
0.459107,0.522830,0.145264
0.416143,0.517633,0.119038
0.970807,0.079517,0.760917
0.189310,0.510787,0.064956
0.124891,0.082702,0.116576
0.528147,0.507059,0.204806
0.562568,0.342601,0.355148
0.946288,0.497032,0.402197
0.547534,0.369171,0.326591
0.950486,0.036174,0.785624
0.192839,0.290138,0.102572
0.568757,0.829371,0.074145
0.403575,0.574695,0.058071
0.852145,0.472687,0.393119
0.363509,0.328484,0.224425
0.303250,0.742975,0.196526
0.643784,0.175490,0.513975
0.434640,0.075968,0.402418
0.261825,0.992479,0.199588
0.910272,0.123465,0.697452
0.268552,0.011598,0.264388
0.973038,0.530253,0.380892
0.692044,0.056766,0.611280
0.111575,0.321369,0.008007
0.915781,0.929474,0.022166
0.169464,0.540348,0.111543
0.819565,0.209627,0.589683
0.349918,0.029071,0.338592
0.261277,0.987055,0.199571
0.819125,0.489831,0.366446
0.727572,0.289304,0.486342
0.861332,0.220266,0.600742
0.231641,0.221347,0.172599
0.788821,0.161754,0.608212
0.786178,0.082833,0.658667
0.059889,0.151916,0.036471
0.029656,0.978497,0.028809
0.307963,0.521847,0.030344
0.834060,0.687367,0.199417
0.234967,0.428696,0.046273
0.972180,0.806374,0.144436
0.572085,0.564223,0.181752
0.172606,0.434011,0.014625
0.561015,0.129955,0.481406
0.140537,0.909647,0.123290
0.658866,0.219577,0.496246
0.372547,0.374140,0.200523
0.419815,0.999164,0.267961
0.843406,0.167359,0.632268
0.756638,0.325895,0.473153
0.893108,0.328239,0.527349
0.035255,0.695870,0.034399
0.892214,0.713013,0.198183
0.705408,0.661651,0.165840
0.513641,0.497222,0.203911
0.420590,0.110152,0.379304
0.689023,0.077144,0.598662
0.850368,0.041513,0.724511
0.577767,0.636262,0.119136
0.638205,0.739569,0.056842
0.126926,0.892397,0.113056
0.207917,0.474547,0.015658
0.050021,0.791124,0.048070
0.371889,0.128618,0.331748
0.302931,0.161109,0.260488
0.944172,0.384920,0.496795
0.384985,0.596986,0.022717
0.811591,0.370685,0.462010
0.043358,0.085386,0.035927
0.165983,0.895099,0.142432
0.208935,0.139772,0.182884
0.850693,0.672498,0.218975
0.241725,0.459677,0.027225
0.024453,0.171560,0.004959
0.813981,0.379981,0.455488
0.595772,0.981080,0.199878
0.009140,0.625858,0.009088
0.130951,0.832988,0.117111
0.464704,0.139008,0.403964
0.188866,0.673204,0.165363
0.637194,0.990806,0.179606
0.285625,0.420980,0.095952
0.517300,0.647982,0.069555
0.942240,0.307342,0.561213
0.373348,0.106479,0.340429
0.518424,0.933250,0.212869
0.351218,0.659086,0.065908
0.785653,0.438123,0.396473
0.008825,0.312495,0.008800
0.442607,0.419329,0.218971
0.113303,0.119389,0.097568
0.026121,0.493284,0.025786
0.279001,0.941206,0.211768
0.920764,0.638771,0.272445
0.274435,0.407175,0.096989
0.420184,0.713121,0.065386
0.076297,0.085281,0.068525
0.043328,0.781856,0.041880
0.998672,0.130765,0.729734
0.558673,0.152447,0.468688
0.475567,0.927783,0.241727
0.419591,0.252790,0.313269
0.324887,0.489856,0.072354
0.563971,0.745039,0.005839
0.571988,0.634742,0.117041
0.781222,0.515412,0.329617
0.160912,0.199337,0.117087
0.099786,0.430598,0.081946
0.131455,0.810243,0.117863
0.898281,0.001395,0.781284
0.090175,0.975627,0.082491
0.693409,0.344195,0.428288
0.053468,0.513994,0.052003
0.807734,0.080950,0.672908
0.990845,0.585496,0.337946
0.370484,0.068231,0.348853
0.646524,0.841410,0.035648
0.354470,0.096028,0.327172
0.467469,0.457399,0.206223
0.602274,0.946884,0.164020
0.716005,0.066191,0.622991
0.044815,0.456024,0.043899
0.095115,0.855298,0.087575
0.565423,0.463067,0.264595
0.464573,0.345396,0.288312
0.212549,0.795980,0.178134
0.476011,0.614996,0.072847
0.714227,0.677877,0.155289
0.205060,0.987027,0.166314
0.497423,0.197290,0.401336
0.108686,0.442961,0.083328
0.665393,0.732552,0.078879
0.885852,0.280101,0.563672
0.636170,0.470898,0.298389
0.069612,0.777657,0.065908
0.395311,0.412921,0.189365
0.428790,0.887235,0.239765
0.566026,0.503006,0.231599
0.507343,0.213369,0.399958
0.749815,0.776359,0.081885
0.879552,0.799716,0.117586
0.840741,0.663275,0.223418
0.949155,0.486535,0.411968
0.266452,0.841241,0.210425
0.370549,0.855087,0.257004
0.359098,0.275530,0.253156
0.420189,0.024570,0.403230
0.309245,0.338890,0.174000
0.896311,0.817220,0.108814
0.405928,0.150960,0.351709
0.375091,0.057198,0.355653
0.515959,0.528037,0.178872
0.901384,0.018895,0.770820
0.005623,0.183823,0.005617
0.442151,0.290276,0.308168
0.557870,0.071770,0.504513
0.680713,0.566881,0.239079
0.588154,0.009651,0.551635
0.979944,0.142126,0.712682
0.212024,0.976987,0.171063
0.592538,0.109509,0.514162
0.967589,0.725948,0.211167
0.446472,0.542361,0.119087
0.746009,0.596352,0.243907
0.083785,0.166756,0.055177
0.633103,0.675398,0.114784
0.580805,0.293214,0.400555
0.615220,0.692745,0.088101
0.527951,0.022818,0.497333
0.352496,0.291567,0.238552
0.397219,0.993366,0.260722
0.472618,0.566217,0.115863
0.875501,0.181192,0.637004
0.088212,0.007105,0.087992
0.991839,0.524272,0.390733
0.491004,0.243441,0.371391
0.116756,0.382250,0.028080
0.225850,0.224447,0.165988
0.161778,0.098994,0.149006
0.997781,0.729670,0.216561
0.557281,0.183323,0.451616
0.115181,0.349023,0.006376
0.836779,0.873523,0.035449
0.422218,0.323183,0.272645
0.905782,0.101273,0.712315
0.923664,0.884954,0.061871
0.323355,0.120613,0.292363
0.555218,0.992244,0.239977
0.174489,0.317575,0.069621
0.802463,0.593259,0.270532
0.361428,0.966104,0.249367
0.121583,0.814553,0.109876
0.392054,0.945893,0.263683
0.364960,0.712556,0.109696
0.993475,0.687755,0.251011
0.664780,0.479199,0.306505
0.128935,0.862161,0.115078
0.477772,0.242269,0.362525
0.246162,0.576567,0.074772
0.744205,0.851113,0.010513
0.835292,0.097156,0.678012
0.364267,0.288324,0.249849
0.624487,0.360616,0.378831
0.444951,0.598021,0.066827
0.991373,0.791583,0.162714
0.020578,0.471360,0.020379
0.418423,0.191377,0.344013
0.200072,0.879898,0.166671
0.070410,0.713647,0.066921
0.944122,0.397428,0.486231
0.822057,0.192556,0.603405
0.925350,0.100922,0.722182
0.314004,0.339133,0.177757
0.174611,0.191194,0.133126
0.865228,0.571414,0.312967
0.466557,0.723923,0.040997
0.320020,0.493988,0.064828
0.647571,0.091643,0.562312
0.157672,0.292598,0.068766
0.359226,0.147341,0.314155
0.442974,0.559392,0.101213
0.860357,0.110281,0.682372
0.445661,0.314470,0.295468
0.900912,0.644677,0.260989
0.006927,0.239343,0.006915
0.850667,0.751842,0.148493
0.981141,0.387932,0.504611
0.535961,0.366445,0.321253
0.330873,0.890730,0.241911
0.487560,0.797485,0.100237
0.703377,0.417755,0.376037
0.552775,0.404626,0.303273
0.566632,0.415914,0.303004
0.074970,0.150502,0.051712
0.233091,0.386409,0.076494
0.093573,0.919624,0.085755
0.349238,0.717805,0.128591
0.267722,0.744519,0.216730
0.679102,0.840389,0.015343
0.476665,0.329714,0.307430
0.259832,0.717441,0.209265
0.300048,0.514200,0.030547
0.257470,0.939045,0.199930
0.831209,0.562998,0.308089
0.101050,0.934065,0.091816
0.526603,0.428450,0.268394
0.723133,0.065908,0.627983
0.044484,0.371860,0.043745
0.984918,0.627704,0.300202
0.275978,0.586116,0.057427
0.614048,0.002521,0.575292
0.021651,0.709913,0.021321
0.233237,0.504247,0.018698
0.016720,0.374195,0.016616
0.307835,0.664763,0.108934
0.258019,0.171460,0.216879
0.090477,0.983023,0.082687
0.835844,0.688531,0.199074
0.890914,0.401681,0.465991
0.723813,0.493440,0.323267
0.249169,0.026877,0.244271
0.229850,0.217024,0.172936
0.840146,0.856816,0.051485
0.061437,0.119886,0.046703
0.187792,0.534754,0.088670
0.208238,0.785327,0.175566
0.516976,0.392033,0.290156
0.095241,0.828877,0.087903
0.321166,0.296771,0.210045
0.709525,0.765057,0.072006
0.474071,0.073847,0.436207
0.653788,0.421989,0.347508
0.963341,0.511797,0.394189
0.329760,0.544489,0.027816
0.574464,0.222250,0.441279
0.704617,0.476250,0.328707
0.102990,0.867532,0.094046
0.363537,0.061766,0.344251
0.923190,0.522046,0.374131
0.801508,0.158594,0.617171
0.991296,0.183085,0.682195
0.157517,0.400601,0.002784
0.611429,0.696669,0.082135
0.844252,0.102811,0.679041
0.542348,0.614053,0.117917
0.776435,0.448476,0.384063
0.273148,0.744520,0.220121
0.150912,0.349003,0.027618
0.546026,0.420096,0.287136
0.981624,0.617351,0.308245
0.454240,0.737790,0.064345
0.842591,0.345537,0.494555
0.693394,0.295017,0.464448
0.522025,0.626862,0.092778
0.794164,0.183790,0.595694
0.540699,0.013495,0.510868
0.414593,0.259342,0.305768
0.737705,0.350028,0.445725
0.020088,0.948778,0.019710
0.376714,0.873633,0.264672
0.529228,0.115395,0.464228
0.475872,0.721451,0.031639
0.753526,0.744289,0.113153
0.314452,0.235826,0.237730
0.709258,0.464878,0.340394
0.319391,0.708021,0.144280
0.129484,0.175962,0.096161
0.784831,0.451030,0.385441
0.754392,0.288948,0.499907
0.127798,0.342120,0.010294
0.228093,0.354866,0.094082
0.633136,0.225728,0.476700
0.679975,0.090796,0.585241
0.890820,0.817323,0.106631
0.318759,0.071333,0.301662
0.378785,0.998886,0.253290
0.617378,0.600724,0.175079
0.894384,0.646602,0.257158
0.916794,0.531283,0.364286
0.787598,0.381409,0.443439
0.526892,0.043727,0.489857
0.199139,0.883028,0.165937
0.652564,0.655050,0.144539
0.756555,0.658087,0.193236
0.723118,0.969563,0.106715
0.431467,0.402976,0.223432
0.953127,0.938716,0.029515
0.511069,0.352054,0.315381
0.212855,0.645341,0.176285
0.887003,0.251829,0.586702
0.536372,0.877933,0.145049
0.114748,0.851741,0.103863
0.845493,0.010592,0.741605
0.946644,0.052177,0.771029
0.717662,0.954256,0.096635
0.291663,0.100326,0.269928
0.275904,0.194849,0.223421
0.805073,0.474524,0.373943
0.528974,0.183967,0.431200
0.561108,0.347688,0.350615
0.739829,0.597727,0.239900
0.511768,0.770489,0.055139
0.650539,0.229407,0.484947
0.684875,0.964862,0.125771
0.641774,0.531499,0.249958
0.324520,0.368510,0.166494
0.154983,0.072802,0.147464
0.427010,0.320991,0.277612
0.955396,0.426175,0.465107
0.375450,0.532048,0.075541
0.063968,0.252589,0.000165
0.626085,0.722778,0.065830
0.436397,0.597079,0.061494
0.649522,0.080287,0.569337
0.717332,0.662249,0.171135
0.579961,0.416441,0.310558
0.647911,0.574930,0.215004
0.275560,0.171342,0.232540
0.954730,0.911633,0.051798
0.743055,0.652165,0.192462
0.798398,0.998416,0.088829
0.129764,0.147957,0.105630
0.109774,0.250787,0.045597
0.736103,0.811055,0.043052
0.392033,0.069275,0.367576
0.751725,0.445712,0.375704
0.816674,0.056286,0.694222
0.668429,0.594590,0.208138
0.691598,0.569874,0.241837
0.572940,0.563723,0.182710
0.629381,0.880057,0.083120
0.772708,0.276577,0.517897
0.993870,0.443285,0.460599
0.457830,0.097847,0.414508
0.453223,0.060709,0.422831
0.352234,0.017599,0.342592
0.717515,0.935861,0.080527
0.557251,0.836387,0.088993
0.789048,0.897363,0.007982
0.040684,0.241977,0.017694
0.303475,0.302319,0.192091
0.474517,0.918291,0.233146
0.789867,0.385977,0.440730
0.374382,0.077213,0.349945
0.927860,0.073318,0.744888
0.743906,0.053857,0.648668
0.129989,0.518176,0.121213
0.677069,0.855952,0.031122
0.027343,0.885531,0.026689
0.621686,0.807938,0.018806
0.686668,0.142579,0.560611
0.257164,0.680429,0.171574
0.637042,0.874230,0.072715
0.189623,0.945640,0.157556
0.034238,0.388629,0.033782
0.917535,0.049425,0.757660
0.540917,0.628359,0.103608
0.770998,0.840533,0.033708
0.750758,0.652918,0.195296
0.777758,0.547721,0.300315
0.234661,0.708118,0.196936
0.659125,0.945345,0.124623
0.537150,0.148019,0.455210
0.408887,0.598047,0.040092
0.701086,0.725033,0.104990
0.158366,0.325173,0.049976
0.148839,0.013811,0.147800
0.280721,0.275540,0.188285
0.998017,0.984543,0.010939
0.937645,0.253182,0.604559
0.139899,0.991308,0.121406
0.521564,0.184694,0.425475
0.658682,0.691071,0.114264
0.696466,0.868808,0.031848
0.419685,0.658988,0.011056
0.990495,0.398814,0.497768
0.904603,0.715607,0.200175
0.143424,0.898464,0.125677
0.621980,0.231621,0.466089
0.662134,0.461970,0.319446
0.670985,0.925781,0.099400
0.287229,0.438738,0.083412
0.286637,0.921595,0.217066
0.323905,0.453447,0.101910
0.444607,0.078447,0.410074
0.040211,0.802104,0.038931
0.853711,0.862748,0.052234
0.585802,0.114703,0.506785
0.914216,0.274758,0.578517
0.134344,0.425115,0.043800
0.470109,0.596692,0.085968
0.202658,0.038819,0.198244
0.433414,0.977743,0.274917
0.349760,0.839117,0.255481
0.608725,0.121643,0.519824
0.708904,0.922451,0.073579
0.296047,0.592387,0.046028
0.055760,0.703443,0.053599
0.500084,0.503750,0.189516
0.365843,0.880287,0.259207
0.824101,0.608211,0.265818
0.064335,0.901121,0.060685
0.376480,0.050923,0.358350
0.421408,0.821996,0.177879
0.268090,0.304345,0.160933
0.796181,0.697076,0.175294
0.528617,0.049159,0.489452
0.682434,0.891685,0.061177
0.519945,0.017109,0.492215
0.759209,0.958833,0.076965
0.174751,0.061371,0.168352
0.399416,0.969848,0.263980
0.638407,0.970093,0.160444
0.339570,0.439721,0.125504
0.142331,0.788719,0.126818
0.463785,0.237822,0.354787
0.186915,0.666732,0.164089
0.905161,0.124574,0.694171
0.362137,0.494433,0.098160
0.917663,0.804741,0.127412
0.384001,0.845385,0.234650
0.221648,0.637937,0.159988
0.174921,0.990145,0.146366
0.776136,0.396986,0.426031
0.066175,0.996914,0.061922
0.180977,0.714766,0.158182
0.450553,0.184718,0.372301
0.162016,0.110140,0.146702
0.463323,0.444761,0.213533
0.842394,0.733633,0.161428
0.519652,0.195568,0.418389
0.753108,0.223441,0.546545
0.786588,0.987529,0.086204
0.785954,0.312430,0.496895
0.917737,0.022500,0.777807
0.541975,0.076733,0.490084
0.628769,0.104054,0.542816
0.778544,0.966570,0.073036
0.941859,0.784030,0.153478
0.908204,0.009925,0.781321
0.177207,0.720990,0.155169
0.752393,0.829692,0.034257
0.019747,0.516217,0.019547
0.003173,0.364936,0.003169
0.239179,0.542882,0.048763
0.096092,0.436863,0.090746
0.891447,0.533990,0.354059
0.447312,0.550155,0.112683
0.079785,0.944748,0.073933
0.258106,0.570279,0.057891
0.603461,0.354973,0.370901
0.339875,0.167391,0.289934
0.072340,0.427155,0.070091
0.662791,0.167474,0.530800
0.315391,0.185818,0.261478
0.581201,0.201325,0.457978
0.161267,0.633795,0.145005
0.938911,0.292017,0.572868
0.919078,0.971032,0.009803
0.507481,0.271466,0.366283
0.137484,0.931569,0.120600
0.460651,0.166720,0.388564
0.470239,0.004302,0.452175
0.838024,0.946603,0.026234
0.726296,0.553160,0.273040
0.201134,0.269336,0.121507
0.432615,0.102326,0.392070
0.935022,0.121757,0.710263
0.487787,0.302113,0.333337
0.898438,0.490769,0.393309
0.734606,0.341140,0.451068
0.375815,0.457636,0.139459
0.529709,0.820413,0.092525
0.534110,0.355768,0.327769
0.638413,0.354948,0.390854
0.837661,0.882587,0.027995
0.032872,0.418562,0.032420
0.124180,0.306139,0.029324
0.421679,0.197447,0.343684
0.294994,0.157047,0.255023
0.589037,0.468160,0.274331
0.822680,0.046444,0.704236
0.871630,0.765657,0.144399
0.529196,0.500503,0.211061
0.351306,0.356981,0.195879
0.337658,0.952202,0.240162
0.591715,0.786250,0.016626
0.950861,0.280935,0.586032
0.997009,0.006550,0.834405
0.659693,0.540598,0.251455
0.120746,0.364376,0.011509
0.734557,0.766780,0.083182
0.503101,0.952225,0.243296
0.102914,0.003680,0.102680
0.864540,0.094992,0.695584
0.266099,0.941376,0.204677
0.734048,0.985769,0.114139
0.658509,0.804066,0.007060
0.840060,0.736690,0.157776
0.902306,0.379920,0.487883
0.842217,0.360436,0.482395
0.660747,0.333147,0.419229
0.232054,0.448028,0.028234
0.043275,0.188921,0.007522
0.480771,0.558542,0.128422
0.765491,0.631786,0.220879
0.762194,0.586352,0.259885
0.517139,0.008152,0.492275
0.829056,0.621547,0.255944
0.241214,0.173527,0.200995
0.870723,0.069129,0.717405
0.277338,0.075101,0.262874
0.430493,0.042632,0.408161
0.572514,0.710295,0.045241
0.710588,0.297775,0.471476
0.412384,0.351929,0.246143
0.842967,0.221779,0.591451
0.376130,0.180599,0.314766
0.954086,0.643979,0.277821
0.468122,0.714920,0.030748
0.101722,0.483344,0.096698
0.629457,0.680235,0.108166
0.412002,0.498537,0.132517
0.082502,0.206434,0.039207
0.994745,0.656142,0.278349
0.211566,0.495490,0.030568
0.465251,0.882676,0.204763
0.932840,0.349360,0.523176
0.150662,0.216020,0.100506
0.756711,0.198847,0.565519
0.309018,0.621883,0.064069
0.995586,0.524073,0.391810
0.939128,0.990937,0.017030
0.820353,0.807181,0.086622
0.009397,0.082233,0.002633
0.118590,0.407881,0.045514
0.183714,0.428541,0.000061
0.357671,0.002473,0.349781
0.372536,0.469218,0.127448
0.905865,0.476982,0.407381
0.687301,0.426250,0.361295
0.514579,0.415004,0.271141
0.626274,0.689076,0.097997
0.914853,0.570917,0.329523
0.569971,0.723828,0.030469
0.731241,0.969061,0.101538
0.914280,0.772614,0.153896
0.166196,0.519521,0.094983
0.419395,0.858461,0.217825
0.158090,0.291141,0.069982
0.602700,0.861545,0.082777
0.965993,0.832380,0.120725
0.253725,0.682340,0.176867
0.384335,0.180655,0.321476
0.399291,0.757306,0.128091
0.040573,0.450778,0.039831
0.296985,0.442735,0.088396
0.478989,0.143127,0.413394
0.285066,0.032395,0.277658
0.983755,0.562158,0.356220
0.566960,0.424576,0.296421
0.344373,0.985904,0.240388
0.258432,0.704192,0.196100
0.016620,0.477068,0.016489
0.275590,0.155529,0.238380
0.382138,0.476350,0.128882
0.891832,0.471294,0.407759
0.059769,0.568617,0.057749
0.041858,0.173575,0.011645
0.471781,0.062557,0.437951
0.700885,0.512336,0.296402
0.118096,0.274429,0.041415
0.917178,0.357087,0.511731
0.261656,0.656545,0.141987
0.326027,0.847326,0.242942
0.978047,0.161097,0.695962
0.223293,0.817411,0.184507
0.772496,0.479966,0.356096
0.526653,0.261466,0.385569
0.217390,0.051131,0.210791
0.202660,0.353942,0.071976
0.313421,0.972304,0.227294
0.987754,0.791486,0.161708
0.527482,0.212417,0.414802
0.481339,0.471702,0.203954
0.710461,0.761583,0.075735
0.939060,0.774471,0.160723
0.348028,0.610166,0.019628
0.344391,0.961419,0.242430
0.847566,0.697567,0.195541
0.586682,0.459186,0.280329
0.814353,0.221371,0.578538
0.823762,0.042103,0.707680
0.520127,0.947464,0.225251
0.357249,0.179908,0.299410
0.017165,0.411756,0.017044
0.598675,0.066128,0.538318
0.600986,0.154127,0.497562
0.954553,0.092750,0.742535
0.574820,0.375230,0.338922
0.708523,0.786807,0.051166
0.518954,0.656763,0.062225
0.228685,0.474495,0.003176
0.518090,0.635846,0.081667
0.078257,0.188470,0.042102
0.049830,0.774128,0.047934
0.857679,0.583918,0.299450
0.487426,0.612243,0.083348
0.856279,0.879047,0.039297
0.419909,0.150238,0.363406
0.841651,0.085617,0.689526
0.242725,0.244610,0.171435
0.564831,0.045137,0.520209
0.722006,0.162566,0.569989
0.809441,0.036342,0.702164
0.485596,0.684133,0.012593
0.062885,0.969595,0.059142
0.643966,0.392748,0.365222
0.137752,0.433821,0.047514
0.994126,0.044949,0.800787
0.321535,0.111606,0.293522
0.509681,0.159787,0.429170
0.882792,0.328089,0.523773
0.070141,0.218600,0.022015
0.011887,0.749263,0.011782
0.632607,0.115754,0.539560
0.524414,0.495318,0.212427
0.298979,0.750988,0.209229
0.905451,0.184647,0.647452
0.981779,0.903991,0.067720
0.522755,0.674141,0.047965
0.621750,0.781824,0.006460
0.087029,0.511401,0.083155
0.160324,0.879818,0.138659
0.687381,0.364484,0.409811
0.720105,0.046582,0.636261
0.980108,0.944815,0.034872
0.696481,0.893729,0.054779
0.358923,0.188892,0.296904
0.713499,0.940956,0.087380
0.184750,0.714398,0.161017
0.647114,0.137103,0.538028
0.403219,0.816358,0.187192
0.168958,0.647809,0.150758
0.127980,0.518958,0.119462
0.513728,0.050402,0.476791
0.017958,0.448652,0.017814
0.423344,0.326629,0.271226
0.526683,0.544182,0.171544
0.470984,0.293875,0.326766
0.351814,0.869145,0.253782
0.218123,0.365477,0.077999
0.662986,0.042712,0.597000
0.907716,0.780763,0.144524
0.936094,0.054144,0.763991
0.646626,0.695448,0.103502
0.472157,0.476722,0.193574
0.280446,0.773001,0.222831
0.928872,0.346712,0.524128
0.413820,0.167617,0.351116
0.442990,0.222999,0.347248
0.279400,0.039418,0.271304
0.171635,0.193005,0.129641
0.408567,0.992498,0.264857
0.330698,0.840522,0.245875
0.307023,0.076448,0.289811
0.058420,0.441091,0.056910
0.588399,0.241990,0.438394
0.682302,0.900535,0.069403
0.268995,0.391324,0.104076
0.217455,0.202286,0.168102
0.176774,0.413838,0.005124
0.174524,0.379129,0.028817
0.677744,0.847788,0.023075
0.005304,0.274978,0.005296
0.172846,0.058581,0.166920
0.764177,0.612321,0.237704
0.068469,0.074289,0.062592
0.813499,0.130954,0.642734
0.173733,0.469006,0.042612
0.651052,0.813628,0.006441
0.727647,0.934691,0.073666
0.187691,0.464233,0.025503
0.509278,0.432103,0.254371
0.053315,0.154149,0.029308
0.734053,0.061472,0.637797
0.759282,0.302388,0.492214
0.689317,0.043515,0.615915
0.795392,0.405142,0.427526
0.312276,0.451430,0.094053
0.989569,0.680380,0.256273
0.163445,0.584494,0.147932
0.708362,0.143100,0.573848
0.498733,0.123885,0.437051
0.726387,0.876881,0.022485
0.393280,0.461354,0.149685
0.842848,0.517334,0.351784
0.120184,0.841381,0.108392
0.573246,0.213106,0.445839
0.237230,0.207421,0.183768
0.494409,0.580044,0.118067
0.084752,0.892891,0.078502
0.070972,0.414141,0.068871
0.647758,0.547491,0.239186
0.041424,0.178905,0.009348
0.985432,0.939519,0.040963
0.691849,0.532765,0.274441
0.681148,0.524776,0.276064
0.595491,0.412139,0.323008
0.016113,0.922704,0.015876
0.646261,0.435789,0.332466
0.819771,0.690367,0.191076
0.464314,0.646097,0.034707
0.200089,0.034922,0.196196
0.501828,0.852873,0.145792
0.606849,0.355178,0.372728
0.427092,0.095333,0.389830
0.931076,0.752890,0.176640
0.615050,0.987862,0.192284
0.593722,0.904403,0.129988
0.822411,0.965189,0.049259
0.826730,0.933269,0.020447
0.375450,0.692609,0.080230
0.599613,0.174471,0.485526
0.448637,0.156864,0.383584
0.894659,0.970867,0.020152
0.262207,0.203308,0.207762
0.283895,0.892495,0.217382
0.276802,0.535000,0.008127
0.010940,0.019342,0.010563
0.713305,0.439319,0.363355
0.030855,0.178228,0.000905
0.975998,0.757756,0.186570
0.711136,0.274405,0.488581
0.807167,0.864493,0.029739
0.146960,0.108515,0.132656
0.251268,0.669389,0.165287
0.293811,0.319523,0.173516
0.756801,0.911010,0.036655
0.370622,0.344247,0.219618
0.993994,0.255326,0.621315
0.236542,0.534123,0.042951
0.216438,0.965694,0.174242
0.694466,0.819813,0.012661
0.244789,0.159752,0.209221
0.924442,0.564295,0.338131
0.400670,0.918854,0.269890
0.500093,0.495053,0.196918
0.968887,0.765678,0.177709
0.691168,0.855994,0.022993
0.016096,0.275603,0.016024
0.005347,0.169714,0.005342
0.644036,0.837525,0.033464
0.172441,0.250745,0.104746
0.005460,0.829690,0.005435
0.024081,0.360399,0.023872
0.660885,0.726203,0.082388
0.972061,0.643842,0.282928
0.104290,0.899827,0.094801
0.038421,0.240021,0.019013
0.535878,0.136685,0.459650
0.640423,0.705059,0.090939
0.210041,0.128517,0.187230
0.583532,0.639761,0.119341
0.936642,0.458086,0.432683
0.965530,0.661843,0.265633
0.563737,0.843384,0.091405
0.944886,0.113513,0.721342
0.519878,0.656244,0.063340
0.576512,0.145026,0.485186
0.744105,0.980999,0.104293
0.168024,0.064845,0.161334
0.581755,0.728797,0.033109
0.859639,0.097023,0.691490
0.474225,0.573210,0.110581
0.380825,0.936445,0.260173
0.520796,0.722758,0.001086
0.186839,0.742537,0.161719
0.240662,0.795967,0.196800
0.428268,0.462081,0.174842
0.113271,0.314596,0.013802
0.456710,0.621761,0.052738
0.725113,0.580652,0.248312
0.819702,0.981049,0.063666
0.601086,0.952816,0.170330
0.948041,0.686083,0.239673
0.048544,0.787911,0.046714
0.988608,0.815129,0.142306
0.592177,0.563033,0.194651
0.485823,0.456287,0.219570
